id,creation_date,ref,marque,statuts,types,contrat,"type ticket",pseudo
504006,"2023-10-17 07:28:07",HG800-A,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Frédéric
504015,"2023-10-17 08:04:13",MLMP300SP40,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
504021,"2023-10-17 08:09:55",TTLMP300SP40,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
504038,"2023-10-17 09:04:41",600094149,GARDENSTAR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","Auchan retail international","Demande de réparation en station.","Anna R"
504063,"2023-10-17 10:01:29","BG HT2660-22",BESTGREEN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Kingxxel","Demande de réparation en station.",Ridwane
504081,"2023-10-17 11:40:08",TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
504150,"2023-10-17 13:51:03",RAC432KIT,RACING,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
504158,"2023-10-17 14:15:51",FC3200PAP4-1,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian STEFANI"
504161,"2023-10-17 14:22:25",FG1600i-A,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
504340,"2023-10-18 07:25:54",TT5MTP33-2,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
504390,"2023-10-18 10:01:57",HG4000-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
504559,"2023-10-19 05:34:50",RAC173PTIL-A,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
504659,"2023-10-19 11:10:20",MLMP550SP46-M&S,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
504697,"2023-10-19 13:37:56",TTLMP750SP53,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
504766,"2023-10-19 14:55:20",MBCP33-4,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
504777,"2023-10-19 15:50:16",HDBT52-A,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
504846,"2023-10-20 06:57:00",HRTF220,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
504880,"2023-10-20 09:29:09",TTLMP200SP53VS,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
504883,"2023-10-20 09:32:44",TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
504901,"2023-10-20 10:14:40",HMP1318,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
504912,"2023-10-20 10:50:07",EZG1600i-A-UK,ENERGIZER,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
505011,"2023-10-20 15:19:02",TTROP224,TITAN,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Marc SWAP 82"
505024,"2023-10-20 16:27:31",F-CROSS,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
505411,"2023-10-23 08:43:50",MLMP675SP51-MS,"MAC ALLISTER","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
505419,"2023-10-23 09:11:48",HPF710,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
505464,"2023-10-23 11:42:58",HG800-B,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
505474,"2023-10-23 12:15:56",HG2201-PL-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
505496,"2023-10-23 12:44:16",Z-HDBT50-1,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
505545,"2023-10-23 13:53:41","CSP2525 (PN2500-2A)",BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
505733,"2023-10-24 09:39:15",PPLMP167SP51,"PERFORMANCE POWER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
505780,"2023-10-24 13:01:15",TTLMP750SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
505783,"2023-10-24 13:04:13",FPLM132-6,CASTORAMA,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
505785,"2023-10-24 13:05:42",M5MTP33-BP-2,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
505892,"2023-10-24 17:42:04",HTRTPRO5350-4-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
505899,"2023-10-24 21:38:48",HG4000-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
505922,"2023-10-25 06:12:14",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
505990,"2023-10-25 10:28:37",HBP1200,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
505997,"2023-10-25 12:17:05",FFBE5T,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
506003,"2023-10-25 12:39:10",TTLMP675SP51-M&S,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
506010,"2023-10-25 12:44:54",TTLMP750SP53,TITAN,"En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
506024,"2023-10-25 13:04:13",EZ40VCH,ENERGIZER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506035,"2023-10-25 13:32:57",ELMP145SP46,ERBAUER,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
506118,"2023-10-25 16:44:15",TTLMP875SP51,TITAN,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
506174,"2023-10-26 06:51:52",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506229,"2023-10-26 11:23:23",MLMP675SP51-MS,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
506231,"2023-10-26 11:26:22",HY80-A-2,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
506373,"2023-10-26 19:34:22",RAC173PTIL-A,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
506402,"2023-10-27 06:29:50",HG4000-PL,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506414,"2023-10-27 07:01:33",HSDT30-1,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506471,"2023-10-27 12:08:01",TTLMP750SP53,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
506475,"2023-10-27 12:14:02",TTLMP200SP53VS,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
506493,"2023-10-27 13:01:55",FC3200PAP4-1,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian MERCURI"
506501,"2023-10-27 13:21:48",HTRTPRO5350-4,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
506556,"2023-10-27 14:47:38",QD6633R,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
506635,"2023-10-28 14:21:30","MROP224 ","MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
506716,"2023-10-29 03:33:10","900 WT 24-4",STERWINS,"La station doit choisir comment s'occuper de la machine.",NULL,"LEROY MERLIN FR - STERWINS","Demande de diagnostic","Ghizlane "
506861,"2023-10-30 08:08:02",HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506862,"2023-10-30 08:16:17",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
506870,"2023-10-30 09:25:42",HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
506881,"2023-10-30 10:34:06",HASBT26,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
506921,"2023-10-30 14:26:21",HTRTPRO5350-4-1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
507072,"2023-10-31 07:48:22",HG1800i-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
507079,"2023-10-31 08:48:55",TTLMP875SP53,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
507080,"2023-10-31 08:49:40",MLMP550SP46-M&S,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
507081,"2023-10-31 08:50:09",HSDT30-1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507083,"2023-10-31 08:53:43",ELMP170SP51,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
507389,"2023-11-02 07:30:35",HG2201-PL-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507400,"2023-11-02 07:52:28",HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507429,"2023-11-02 11:31:09",HPV20V2B3IN1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507431,"2023-11-02 11:38:13",CCD20V2A,CARREFOUR,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507440,"2023-11-02 12:41:45",HBA20U2,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507549,"2023-11-02 18:43:28",SOM-KZL2-125T,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
507581,"2023-11-03 07:42:45",HG1800i-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507583,"2023-11-03 07:57:22",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507587,"2023-11-03 08:22:35",FFT200,FEIDER,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
507591,"2023-11-03 09:00:45",RACCOMPKIT,RACING,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
507601,"2023-11-03 09:51:34",RACD314T-2,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
507610,"2023-11-03 10:42:05",HPF710,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
507627,"2023-11-03 13:19:30",MLMP475iSSP46,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
507965,"2023-11-05 19:40:11",HG5500-PL-A1,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
508129,"2023-11-06 18:04:55",HG4500I,HYUNDAI,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Laurent P"
508226,"2023-11-07 10:37:36",FG2200I-A1,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
508377,"2023-11-07 18:54:51",FCPR4700,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian STEFANI"
508426,"2023-11-08 07:21:55",HTDT562ES-1,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
508478,"2023-11-08 12:36:03",RAC5045-2C,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
508526,"2023-11-08 15:35:59",RACT90EA-2,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
508584,"2023-11-08 16:34:06",HCOMP100-2,HYUNDAI,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
508648,"2023-11-09 07:40:01",RAC52CDORG,RACING,"Modération par un administrateur du devis proposé par la station",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
508828,"2023-11-09 15:46:25",SONDRIO,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
508941,"2023-11-10 09:39:23",TTLMP300SP40,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
508973,"2023-11-10 11:52:27",ECSP51,ERBAUER,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
508981,"2023-11-10 13:34:46",HBA20U2,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
508982,"2023-11-10 13:38:29",HFC20U,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
509222,"2023-11-11 16:15:31",JOB-YFT51-20C,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
509448,"2023-11-13 11:12:53",RAC3100-A,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
509650,"2023-11-14 08:28:59",600094149,GARDENSTAR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","Auchan retail international","Demande de réparation en station.","Anna R"
509652,"2023-11-14 08:34:03",RAC5045-2C,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
509654,"2023-11-14 08:35:24",HTRTPRO5350-4-1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
509658,"2023-11-14 08:39:44",FPLM132-6,CASTORAMA,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509680,"2023-11-14 09:28:52",FPLM132-6,CASTORAMA,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509684,"2023-11-14 09:34:52",TTLMP875SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509686,"2023-11-14 09:39:46",EGT18-Li,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509690,"2023-11-14 09:46:36",MCSWP37-2,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509691,"2023-11-14 09:47:29",TT6MTP52,TITAN,"Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509692,"2023-11-14 09:48:14",PPLMP166SP51,"PERFORMANCE POWER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509693,"2023-11-14 09:49:48",PPLMP139SP46,"PERFORMANCE POWER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509694,"2023-11-14 09:50:38",TTLMP875SP51-ES,TITAN,"En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509696,"2023-11-14 09:54:57",TTLMP170SP53-SOLO,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509702,"2023-11-14 10:01:00",TTLMP550SP46-B&S,TITAN,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509704,"2023-11-14 10:02:06",TT5MTP26-2,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509705,"2023-11-14 10:02:58",ELMP145SP46,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509706,"2023-11-14 10:05:01",TTLMP550SP46-B&S,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509712,"2023-11-14 10:10:21",MLMP675SP51-MS,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509713,"2023-11-14 10:11:10",MLMP675SP51-MS,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509715,"2023-11-14 10:12:41",ELMP170SP51,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509716,"2023-11-14 10:13:22",MLMP550SP46-M&S,"MAC ALLISTER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509720,"2023-11-14 10:18:40",HTRTPRO5350-4-1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
509725,"2023-11-14 10:25:09",MLMP675SP51-MS,"MAC ALLISTER","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
509740,"2023-11-14 11:30:06",HTRT45-6,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
509749,"2023-11-14 12:23:50",600094149,GARDENSTAR,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","Auchan retail international","Demande de réparation en station.","Anna R"
509754,"2023-11-14 12:53:38",JHS-A016,ELSAY,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","JHS CLIM -LECLERC","Demande de réparation en station.","Florian STEFANI"
509759,"2023-11-14 13:25:06",CMT310W,CARREFOUR,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
509774,"2023-11-14 14:26:19",CSP2525,BRICOMARCHE,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BCM Dunsch","Demande de réparation en station.","Ghizlane "
509838,"2023-11-14 15:55:06",ELMP170SP51,ERBAUER,"En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
509917,"2023-11-15 09:24:04",ELMP170SP51,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
509951,"2023-11-15 12:49:36",ELMP145SP46,ERBAUER,"Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
510133,"2023-11-16 12:40:47",ELMP170SP51,ERBAUER,"Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
510314,"2023-11-17 11:53:31",RAC4000P-A3,RACING,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Sylvie
510327,"2023-11-17 13:49:55",ELMP145SP46,ERBAUER,"En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
510347,"2023-11-17 15:28:12",HFBE525T,HYUNDAI,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
510466,"2023-11-18 07:27:42",HG4000-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
510485,"2023-11-18 09:54:52",FC3500PAP,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","Florian STEFANI"
510764,"2023-11-20 10:43:02",FC3200PAP4-1,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
510772,"2023-11-20 10:51:02",HFBE725TS,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","04 - Agent Pièces SWAP"
510803,"2023-11-20 14:25:28","AT4 84 HA",ALPINA,"En attente de la réception de la machine réparée par le distributeur",NULL,"INVIVO Garantie","Prise en charge sous Garantie - Invivo","Florian MERCURI"
510821,"2023-11-20 15:21:50",X-PRINT,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
510898,"2023-11-20 17:44:20","BG HTE750 / CYHT09B-610",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
510975,"2023-11-21 09:34:48",HTRT65-2C,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
510979,"2023-11-21 10:03:19",ECSP41,ERBAUER,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
510980,"2023-11-21 10:08:49",RAC173PTIL-A,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
510983,"2023-11-21 10:12:14",LR180-L-EU,SENIX,"Le client a accepté le devis, la station peut commencer la réparation",NULL,"YAT - Robots","Prise en charge Hors Garantie","Ghizlane "
510986,"2023-11-21 10:16:18",HDBT24-1,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
510987,"2023-11-21 10:17:23",RAC42CDORG-2,RACING,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
510991,"2023-11-21 10:41:19",MLMP675SP51-MS,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
511025,"2023-11-21 13:46:14",HTRT4140-1,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
511172,"2023-11-22 09:03:19",PPLMP166SP51,"PERFORMANCE POWER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
511185,"2023-11-22 09:44:05",HEL2530CAR,HYUNDAI,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
