id,creation_date,ref,marque,statuts,types,contrat,"type ticket",pseudo
517777,"2024-01-12 15:11:25","IRIYA SEC",GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
517825,"2024-01-12 16:43:39",FPBVP30-4,"NO NAME","La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517831,"2024-01-12 17:50:59",TTLMP875SP53,TITAN,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517863,"2024-01-13 08:49:10",TTB2700PRW,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
517877,"2024-01-13 10:50:29","CSP2525 (PN2500-2A)",BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
517882,"2024-01-13 11:38:19",TTLMP875SP51-ES,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
518078,"2024-01-15 09:24:31","IRIYA SEC",GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
518088,"2024-01-15 10:03:25",HTDT5075-A,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518105,"2024-01-15 13:16:40","BG EXPERT 107 HSBK","BESTGREEN EXPERT","La station doit faire un diagnostic de la machine.","Réparation sous garantie","MTD - assist. dom.","Demande de réparation en station.",Roulio
518111,"2024-01-15 13:52:30",SONDRIO,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
518225,"2024-01-16 07:45:47",TT6MTP52,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518231,"2024-01-16 08:19:35",HG2201-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518236,"2024-01-16 08:40:27",HG2201-PL-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518246,"2024-01-16 09:52:54",HTDT561ES-A,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518285,"2024-01-16 14:52:37",TTTP123,TITAN,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518344,"2024-01-16 15:41:18",FCPR4700,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","Christophe C"
518351,"2024-01-16 16:33:10",MLMP550SP46-M&S,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
518400,"2024-01-17 08:31:49",HG2201-PL-A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518402,"2024-01-17 08:51:20",FPLMP196SP51,"NO NAME","La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518414,"2024-01-17 09:30:30",RAC6224PR-2,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
518422,"2024-01-17 10:24:37",HEL2525C2-1,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","04 - Agent Pièces SWAP"
518427,"2024-01-17 10:48:55",EBPW2400,ERBAUER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518429,"2024-01-17 10:59:51",TTROP224,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518448,"2024-01-17 14:46:46","BGCH40V2A (TPCH3602 Pro)","BESTGREEN EXPERT","La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BCM FAIRYWARE","Demande de pièces dans le cadre de la garantie","01 - Agent Technique SWAP"
518455,"2024-01-17 15:10:05",TTCSP25,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
518511,"2024-01-17 15:51:22",X-PRINT,FEIDER,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518526,"2024-01-17 18:20:53",HTRTPRO5350-4-1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518579,"2024-01-18 09:43:07",TTLMP170SP53,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518582,"2024-01-18 09:53:53",HFBE725TS,HYUNDAI,"Le client a accepté le devis, la station peut commencer la réparation",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518583,"2024-01-18 10:01:05",FC2400PAP4,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Christophe C"
518588,"2024-01-18 10:23:44","CSP2525 (PN2500-2A)",BRICOMARCHE,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BCM Johnwin","Prise en charge Hors Garantie",Nadine
518593,"2024-01-18 10:42:30",HG4000-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518601,"2024-01-18 11:24:33",HG5500-PL-A1,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518612,"2024-01-18 13:35:45",HTDT5070ES-A,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Jan
518613,"2024-01-18 13:40:51",EBPW3000,ERBAUER,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518698,"2024-01-19 05:19:25",TT6MTP52,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518700,"2024-01-19 05:39:14",TTBCP33-4,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518723,"2024-01-19 07:41:16",TTCSP49,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
518725,"2024-01-19 08:21:06",HG5500-PL-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518732,"2024-01-19 08:47:41",HFC20U,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518733,"2024-01-19 08:51:07",HBA20U2,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
518747,"2024-01-19 10:02:40",FLORYA,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
518770,"2024-01-19 13:54:30",FG3000-1,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
518830,"2024-01-19 16:39:22",TTROP224,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
518833,"2024-01-19 18:49:56",ECSP51,ERBAUER,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
518835,"2024-01-19 18:58:43",HTDT5075-A1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
518877,"2024-01-20 12:56:36",TTLMP170SP51,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"HG Divers","Demande de Garantie","01 - Agent Technique SWAP"
518921,"2024-01-20 15:41:13",TTLMP200SP53VS,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519040,"2024-01-22 08:19:29",HG5500-PL-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
519069,"2024-01-22 10:26:32",883425,GARDENSTAR,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"Auchan retail international","Prise en charge Hors Garantie","01 - Agent Technique SWAP"
519071,"2024-01-22 10:28:35",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519088,"2024-01-22 12:55:44",TTTP123,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519089,"2024-01-22 12:59:46",TTLMP750SP53,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519092,"2024-01-22 13:48:05",F-CROSS,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
519121,"2024-01-22 15:36:36",TT5MTP33-2,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519154,"2024-01-22 16:33:01",TTLMP200SP53VS,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519157,"2024-01-22 16:39:34",TTCSP25,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
519159,"2024-01-22 16:41:54",TTLMP475iSSP46-M&S-2,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519194,"2024-01-23 06:01:05",TTLMP875SP53,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519205,"2024-01-23 07:26:56","SMART 53 SPBS",MTD,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","MTD - standard","Demande de réparation en station.",Roulio
519212,"2024-01-23 07:45:24",TTHTP26,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519225,"2024-01-23 09:55:13",TTROP224,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519229,"2024-01-23 10:13:48",TT6MTP52,TITAN,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519267,"2024-01-23 13:36:37",HG2700-1,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
519278,"2024-01-23 14:27:30",TTLMP875SP51,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
519355,"2024-01-23 18:15:26",TTCSP25,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
519357,"2024-01-23 18:59:50","ECC PRO 500",SPIDO,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",DIPRA,"Demande de réparation en station.",Leonel
519377,"2024-01-24 06:15:55",RAC3100-B,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
519403,"2024-01-24 11:08:44",RAC3100-A,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
519406,"2024-01-24 11:56:57",TTCSP37,TITAN,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","KINGFISHER (Bronze)","Demande de réparation en station.","01 - Agent Technique SWAP"
519408,"2024-01-24 13:02:10",HBP1300,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
519412,"2024-01-24 13:25:52",CCS1350W,CARREFOUR,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
519529,"2024-01-25 09:51:31",FST212,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519544,"2024-01-25 12:07:58",RACT90EA,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519545,"2024-01-25 12:21:44",RAC6224PR,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519546,"2024-01-25 12:42:52",FRT100EA,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519554,"2024-01-25 14:02:42",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
519555,"2024-01-25 14:08:54",HG2201-PL,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
519614,"2024-01-25 16:46:57",HY50-A-2,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
519661,"2024-01-26 06:46:03",X-HTDT5070ES,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.",Jan
519677,"2024-01-26 08:33:41",ELMP145SP46,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519678,"2024-01-26 08:40:26",TTCSP49,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"KINGFISHER (Bronze)","Demande de Garantie","01 - Agent Technique SWAP"
519683,"2024-01-26 09:46:22",RACT90EA,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
519690,"2024-01-26 10:42:59",HTREC40V-4A,HYUNDAI,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","04 - Agent Pièces SWAP"
519695,"2024-01-26 10:59:14",TTB2700PRW,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519698,"2024-01-26 11:41:58",FTDT5070,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519700,"2024-01-26 11:46:00",TTCSP37,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","KINGFISHER (Bronze)","Demande de réparation en station.",Leonel
519701,"2024-01-26 11:58:56",RACT90EA,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519704,"2024-01-26 13:06:39",EZ40VTDE46TC-UK,ENERGIZER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Gamzat
519706,"2024-01-26 13:20:07",HTDT5075-A1,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
519714,"2024-01-26 14:35:48",HFBE525T,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","04 - Agent Pièces SWAP"
519767,"2024-01-26 15:43:25",FCPR4100,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","Christophe C"
519772,"2024-01-26 16:47:21",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
519776,"2024-01-26 17:53:50",HFBE525T,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
519804,"2024-01-27 08:14:02",ASYGT01240S,FOXTER,"La station doit faire un diagnostic de la machine.",NULL,"LECLERC - MONO Batterie","Demande de Garantie","01 - Agent Technique SWAP"
519809,"2024-01-27 09:49:13",TTLMP875SP56VS,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
519810,"2024-01-27 09:50:15",RAC3100-A,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
519826,"2024-01-27 13:44:48",TTLMP875SP51,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
519827,"2024-01-27 14:41:09",Z-BD1214SP,BUILDER,"La station doit faire un diagnostic de la machine.",NULL,"SWAP REUSED","Demande de Garantie","01 - Agent Technique SWAP"
519878,"2024-01-27 15:40:30",JOB-YFT51-20C,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
519883,"2024-01-27 16:28:16",TTLMP170SP53-SOLO,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
519889,"2024-01-27 18:09:40",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
519891,"2024-01-27 19:36:06",RAC3100-A,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
519931,"2024-01-28 15:21:39",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
520021,"2024-01-29 08:46:03",HG5500-PL-A1,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520024,"2024-01-29 09:01:27",HG4000-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520039,"2024-01-29 11:48:28",G800-A,GENYX,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
520041,"2024-01-29 11:56:22",G800-A,GENYX,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Leonel
520051,"2024-01-29 13:01:16",TTCSP45,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
520062,"2024-01-29 14:54:41",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520127,"2024-01-29 15:44:00",RAC511BSRP-A,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","04 - Agent Pièces SWAP"
520129,"2024-01-29 15:49:49",FLORYA,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
520137,"2024-01-29 16:19:23",TTTP123,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520139,"2024-01-29 16:30:43",ECSP51,ERBAUER,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520140,"2024-01-29 16:44:41",LH63,"NO NAME","La station doit faire un diagnostic de la machine.",NULL,"SIPLEC - LITTAN","Demande de Garantie","01 - Agent Technique SWAP"
520183,"2024-01-30 06:20:36",FPLMP196SP51,"NO NAME","La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520211,"2024-01-30 09:35:18",ABW-VBR-80P,FOXTER,"La station doit faire un diagnostic de la machine.",NULL,"NHP FOXTER - LECLERC","Demande de Garantie","01 - Agent Technique SWAP"
520222,"2024-01-30 10:46:32",ABW-VBS-100P(B),FOXTER,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","NHP FOXTER - LECLERC","Demande de réparation en station.","01 - Agent Technique SWAP"
520231,"2024-01-30 11:17:01",HPF710,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520246,"2024-01-30 13:42:13","BG B2800",BESTGREEN,"La station doit faire un diagnostic de la machine.",NULL,"BCM Johnwin","Demande de Garantie","01 - Agent Technique SWAP"
520249,"2024-01-30 14:01:20",894766,GARDENSTAR,"La station doit faire un diagnostic de la machine.",NULL,"Auchan retail international","Demande de Garantie","01 - Agent Technique SWAP"
520252,"2024-01-30 14:38:15",ELMP145SP46,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
520254,"2024-01-30 14:40:57",ABW-VBS-100P(B),FOXTER,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","Réparation sous garantie","NHP FOXTER - LECLERC","Demande de réparation en station.","01 - Agent Technique SWAP"
520256,"2024-01-30 14:45:51",ELM36SP-Li,ERBAUER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
520259,"2024-01-30 15:14:07",FTDT461ZT-1,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Gamzat
520314,"2024-01-30 16:01:19",HMELB20V2A,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
520315,"2024-01-30 16:04:30",FPLMP196SP51,"NO NAME","La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520324,"2024-01-30 17:04:25","TTBCP43-4 ",TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520330,"2024-01-30 17:36:30",FLORYA,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie","01 - Agent Technique SWAP"
520333,"2024-01-30 17:57:26",VULCANO,FEIDER,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
520375,"2024-01-31 07:43:04",52BTXTS60,STERWINS,"La station doit faire un diagnostic de la machine.",NULL,"HG Divers","Demande de Garantie",Sylvie
520379,"2024-01-31 08:17:29",HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520382,"2024-01-31 08:30:22",HG1800i-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520385,"2024-01-31 09:18:35","BGTREN40V (TPCS3614 Pro)","BESTGREEN EXPERT","La station doit faire un diagnostic de la machine.",NULL,"BCM FAIRYWARE","Demande de Garantie","01 - Agent Technique SWAP"
520396,"2024-01-31 09:58:26",SONDRIO,GOODHOME,"La station doit faire un diagnostic de la machine.",NULL,GOODHOME,"Demande de Garantie",Roulio
520398,"2024-01-31 10:27:21",TTTP123,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520401,"2024-01-31 10:46:25",EBPW3000,ERBAUER,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520405,"2024-01-31 11:01:23",TTLMP170SP53,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520408,"2024-01-31 11:19:34",TTB2200PRW-DSS,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520416,"2024-01-31 12:14:17",TTBCP33-4,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520420,"2024-01-31 12:28:58",HBA20U2,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520422,"2024-01-31 12:49:51",FAST175P-1,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",Gamzat
520424,"2024-01-31 13:57:17",LR180-L-EU,SENIX,"La station doit faire un diagnostic de la machine.",NULL,"YAT - Robots","Demande de Garantie","01 - Agent Technique SWAP"
520430,"2024-01-31 14:17:22",LH63,"NO NAME","La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","SIPLEC - LITTAN","Demande de réparation en station.","01 - Agent Technique SWAP"
520484,"2024-01-31 15:59:12",TTLMP875SP51,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Leonel
520495,"2024-01-31 18:20:26",TT6MTP52,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520527,"2024-02-03 06:26:37",TT5MTP26-2,TITAN,"La station doit faire un diagnostic de la machine.",NULL,KINGFISHER,"Demande de Garantie",Leonel
520548,"2024-02-03 07:44:12",DCBT32DPRO1SILVER,TCK,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
520552,"2024-02-03 08:02:13",RAC3100-A,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
520553,"2024-02-03 08:03:01",81967949,STERWINS,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","LEROY MERLIN FR - STERWINS","Demande de réparation en station.","01 - Agent Technique SWAP"
520559,"2024-02-03 08:56:51",HG2201-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
520564,"2024-02-03 09:10:07",MPWP159,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie",Leonel
520569,"2024-02-03 09:32:08",IOTA,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
520575,"2024-02-03 10:40:28",82248118,STERWINS,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","LEROY MERLIN FR - STERWINS","Demande de réparation en station.","01 - Agent Technique SWAP"
520590,"2024-02-03 13:51:10",HG4000I-A1,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
